機構名稱,機構代碼,執行長,聯絡人,電話,傳真,網址,電子郵件,地址,創辦人,成立日期,許可機關,機構屬性,成立主旨,工作重點,服務區域,服務性別,服務年齡,服務項目
社團法人桃園市聾啞福利協進會,7721,曹翔京,李家卿,033314198,033314206,http://www.tyadeaf.xcom.tw/,deaf9155@gmail.com,"330桃園市桃園區力行路7號10樓之2 ",,1971/10/08,桃園市政府,身心障礙福利,本會設立之目的宗旨為致力於研究聾人生活、就學、就業等相關之各類型的福利問題，並針對不同的領域找尋適合的社會資源，運用不同的社會資源力量去服務解決需要協助的聾人。除此之外，本會為增進推廣聾人權益，協助政府推動身心障礙者的福利服務，規劃推動各項身心障礙福利方案，提供聾人各項權益與資訊。,1.聾人相關福利計劃、宣傳、組織、建設等事項。 2.聾人福利與權益倡導與興辦。 3.聾人工作技術訓練、失學補習及職業介紹輔導事項。 4.關於聾人糾紛之調解事項。 5.關於聾人之調查及統計事項。 6.關於政府機閞之諮詢及委辦事項。 7.關於聾人教育之輔導研究建議及興辦事項。 8.關於聾人自強活動與聯誼之舉辦事項。 9其他符合本會宗旨之有關事項。,桃園市,不限,不限(~),"休閒娛樂,聯誼活動,手語傳譯,就業資訊,特殊教育,社工實習,社區服務,社教宣導,專業訓練,社福資訊,權益倡導"
財團法人台中市私立林蘭生慈善基金會,7720,林益銘,林怡慧,04-23308899,04-23306655,無,lansheng@lansheng.org,413台中市霧峰區林森路346號 ,林許悅,1956/07/24,臺中市政府,老人福利,宗旨,本會以辦理社會救濟事業，及增進社會福利為宗旨。民國107年度申請社會局之長青快樂學堂業務，提供長者能於平常家人繁忙時，有一個終身學習與活動的管道，使老年人擁有成長學習與他人互動的空間，充實老年人的生活知能並延緩老化，促使老年人活躍老化，且減少疾病的發生。於108年度看見在地需求，成立食物銀行，主張食物不浪費，協助將物資給予更多需要的人，進行善的循環。於110年度，因看見廣大的照顧者支持需求，進而申請聯合勸募補助計畫，辦理「預備照顧咖啡館服務」方案，期許協助還沒成為正式照顧者的人，得以在較舒適的空間環境下，輕鬆自然地獲得長期照顧服務議題與資訊，並提供正式照顧者，喘息及訊息交流的天地。,台中市,不限,不限(~),"個案管理,急難救助,志願服務,社區服務,社福資訊"
社團法人台灣老人暨長期照護社會工作專業協會,7719,林金梅秘書長,林金梅,0225677985,0225677985,無,teltcswa@gmail.com,100台北市中正區忠孝西路一段72號二樓606室,張宏哲理事長,2014/11/02,內政部,老人福利,本會為依法設立、非以營利為目的之社會團體，本會以謀求老人暨長期照護社會工作之研究、發展與訓練，增進老人暨長期照護社會工作人員之聯繫，並提高老人暨長期照護社會工作服務品質，以促進國際交流，並以維護老人與長期照護者之福祉為宗旨。,一、促進國內外老人暨長期照護社會工作專業技術知識、調查蒐集、研究改進、協調聯繫合作事項。二、提高老人暨長期照護社會工作人員服務品質辦理相關訓練，與接受中央主管機關委託辦理老人社會工作專科社會工作師合格訓練組織之認定、老人社會工作專科社會工作師甄審等相關事項。三、強化國內外老人暨長期護社會工作知能之介紹、編纂、出版事項。四、響應政府老人暨長期照護福利政策之推展，積極參與老人暨長期照護服務事項。五、增進老人暨長期照護社會工作國外人員之交流，服務設施之觀摩考察及建議事項。六、訂定台灣老人暨長期照護社會工作人員服務守則。七、其他有關老人暨長期照護社會工作事項。,全國性,不限,不限(~),"專業訓練,社福資訊,權益倡導,政策分析,國際交流"
社團法人宜蘭縣有愚齋慈善共修協會,7718,曾惠卿,李柏謙,0980436725,039770183,https://simpleyilan.com/twhappylife/,yoyuzhai@gmail.com,"261宜蘭縣頭城鎮頭濱路一段461巷18弄12號 ",吳拾伍,2012/03/02,宜蘭縣政府,綜合性服務,"本會道場 -頭城觀音院 ，主祀 千手千眼觀世音菩薩， 提供問事服務, 由菩薩、玉女娘娘、濟公師父慈悲降駕指導, 致力宣導正確的祭拜祖先、持經唸咒及打坐修行方式, 並向大眾傳達佛學正知正見、凝聚在地善緣, 在地發心, 實踐善知識與善念。 「有愚齋」最初由創辦人吳拾伍女士帶領一群學歷不高卻有慈悲心腸的 菩薩信徒於101年宜蘭縣社會處完成登記設立，默默行善助人，108年10月由台北南港觀音寺寺主曾惠卿(法雲師姐)女士於 108年10月接掌本會理事長並設立道場-頭城觀音院(109年安座)，於110年社團法人法院登記完成。 藉由定期探訪偏鄉孤苦貧困的弱勢、邊緣家庭，實地傾聽、關懷、資助他們的需求、解決燃眉之急，舉辦濟公文化節-把愛傳出去活動來凝聚各界力量與資源，希望能持續幫助更多的弱勢、邊緣戶，在宜蘭這塊善良園地，安居樂業，共享法喜! 未來計畫成立教育館輔導學童課業、解決隔代教養、縮短城鄉差距，使其脫離困境得以自立、再而回饋鄉里, 善念傳承生生不滅。 服務成果 : 1. 訪貧 : 每月兩次定期探訪邊緣家戶100戶3所學校學童80位 2. 濟貧 : 定期物資送暖及舉辦濟公文化節、把愛傳出去活動 3. 認養兒童 : 定期認養家扶兒童 4. 共修護持 : 每周六於道場服務信眾及護持，邀請關懷戶敘餐",1. 訪貧 : 每月兩次定期探訪邊緣家戶100戶3所學校學童80位 2. 濟貧 : 定期物資送暖及舉辦濟公文化節、把愛傳出去活動 3. 認養兒童 : 定期認養家扶兒童 4. 共修護持 : 每周六於道場服務信眾及護持，邀請關懷戶敘餐,宜蘭縣,不限,不限(~),"心理輔導,個案輔導,家庭輔導,生活扶助,獎助學金,喪葬補助"
財團法人人人體重管理基金會,7717,謝明哲,曾昭惠,02-77075233,02-77073811,www.learnwmf.org,learnlearn2005@gmail.com,105台北市松山區南京東路三段287號7樓,孫文崇,2005/10/03,行政院衛生署,健康醫療,本會以資助、推廣、規劃相關體重管理之各項臨床研究、基礎研究、社區衛教，提升我國體重管理之研究及發展，增進國人健康福祉為設立目的。,一、贊助及獎勵體重管理之基礎研究和臨床應用。二、促進體重管理研究及相關預防保健之合作與交流。三、舉辦及參與各項與體重管理相關之國際學術會議、研討會、演講會、座談會及講座等。四、配合政府學術機構或其他民間團體，舉辦有關體重管理的教育推廣與宣導。五、有關體重管理之研究報告發表。六、出版、發行及銷售與體重管理相關之業務。七、籌募基金，維持基金會各項活動的運作。八、辦理其他有關體重管理之事宜。,全國性,不限,不限(~),"營養諮詢,其他"
社團法人台灣公益責信協會,7716,余孟勳,余宛真,0910753629,無,https://www.apa-tw.org/,admin@apa-tw.org,100台北市中正區汀州路二段40號7樓之2,余孟勳,2014/05/26,內政部,綜合性服務,公益責信協會致力於促進公益團體財務透明及治理能力提升，一方面在財會架構層面debug，讓公益團體在財務及管理上更有效率也更有能力；另一方面讓生態系裡的利害相關人，包括捐款人及公部門，得以充份對話彼此理解。,➤ 維護聰明公益資訊平台 ➤ 撰寫RightPlus、NPOst及社企流專欄 ➤ 公益領域研究（責信、捐款、財會等） ➤ 撰寫公益觀察報告 ➤ 辦理內外訓課程並提供諮詢 ➤ 演講及課程活動等,全國性,不限,不限(~),"個案輔導,專業訓練,權益倡導,政策分析,其他"
中華民國琉璃光長照關懷協會,7715,葉玉偉,吳玉琳,075505226,075505926,無,yeh.yuwei@gmail.com,804高雄市鼓山區中華一路2236號2樓,葉玉偉,2021/08/22,內政部,老人福利,本會為依法設立、非以營利為目的之公益性社會團體，以維護全民健康與福祉，整合社會福利及長期照顧資源為宗旨，秉持著全球化、在地化、創新化的精神思維，達成全民最信賴的協會為願景藍圖。。,低收入戶、失智、失能長輩關懷長照從業人員教育訓練 ,全國性,不限,不限(~),"醫療補助,生活扶助,就業資訊,就業輔導,教學研究"
新北市榮譽觀護人協進會,7714,詹金蓮理事長,鄭伶雨,02-22622077,02-22622077,無,tcpva.no1@gmail.com,236新北市土城區土城區金城路一段56號,榮譽觀護人,1987/11/28,新北市政府,綜合性服務,新北市榮譽觀護人協進會以協助政府推展成年觀護業務，提倡全民守法運動，奠定社會安寧，鞏固國家安全，增進全民福祉，並結合社會力量，運用社會資源為宗旨。 本會之任務如下,新北市榮譽觀護人協進會以協助政府推展成年觀護業務，提倡全民守法運動，奠定社會安寧，鞏固國家安全，增進全民福祉，並結合社會力量，運用社會資源為宗旨。 本會之任務如下,新北市,不限,不限(~),個案輔導
樂職心綜合長照機構,7713,李柏毅,馬永正,03357560821,033577559,www.ops-group.org,service@ops-group.org,"330桃園市桃園區春日路1038號3樓 ",李柏毅,2021/05/19,社會局,老人福利,樂職心是長者在外的第二個家，長者便是這個家的主人，樂職心的職員則是長者們家中的管家。以協助長者恢復自理日常生活的人生為目標，讓長者由被動的參與者改為主動的主導者，長者們會在中心內參與課程及自由活動，希望讓長者們看見自己能獨立完成事務，使其建立自信並重新找回對生活的熱情。,生活照顧服務、健康促進、文康休閒活動、多元輔療課程、社區參與,桃園市,不限,限(65~不限),"日間照顧,喘息服務"
財團法人長虹教育基金會,7712,李如華,吳小姐,02-23963280*187,02-23969808,http://www.chonghong.org/,foundation@chonghong.com.tw,100台北市中正區北平東路30號11樓之2,李文造,2012/12/03,教育部,教育與科學,財團法人長虹教育基金會是由長虹建設公司感念取之於社會、用之於社會，期由百年樹人的教育大業，作為企業責任的實踐。基金會以兒童及親子為核心，投入建築、環境、美學、茶文化教育，透過慈善的公益服務，發展跨世代的價值傳承、美善分享，希望達成幸福共享的同(童)心生活圈。,小學建築教育、兒童茶會、閱讀教育、公益慈善等,全國性,不限,限(7~15),"營隊活動,社區服務,社福資訊,其他"
東海大學公益慈善與社會服務教育研究中心,7711,王篤強,倪淑英,04-2359012136021,無,無,ipss20190801@thu.edu.tw,407台中市西屯區臺灣大道四段1727號,王篤強,2018/10/16,教育部,教育與科學,以具體的社會改良行動作為思辨、行動、和創新的起點；經由彼此交流硏討、實驗協作、和反思批判的過程中，摸索大學教育系統自我更新的道路，善盡與重塑大學的社會責任。,致力各界交流訪學、研究合作、與教育培訓等系列的活動。,全國性,不限,限(18~99),"教學研究,社區服務,社教宣導,專業訓練,社福資訊,權益倡導,政策分析,國際交流"
社團法人雲林縣心來富身心健康發展協會,7710,林淑圓,呂志偉,055572558,055572468,無,linsueyuan@gmail.com,640雲林縣斗六市埤頭路118巷20弄11號,林淑圓,2022/01/14,雲林縣政府,身心障礙福利,本會為依法設立、非營利為目的之社會團體，以促成大眾身心健康﹑預防精神疾病，協助精神疾病患者持續復健與身心安頓並支持患者與其家屬增進照顧技能，以重新創造有尊嚴有品質的新生活。同時照顧身心障礙者，關懷弱勢族群及年長者的社會福利權益，促進弱勢者就業服務以及協助福利連結為宗旨。,一、宣導、教育一般民眾心理衛生與壓力管理等相關知識，促進大眾身心健康。二、協助主管機關達成照顧人民身心健康、預防精神疾病之任務。三、培訓志工和家屬對精神疾病患者與弱勢族群之協助與照護能力。四、協助政府舉辦協助精神障礙朋友與弱勢族群之各項社會公益活動。五、協助精神障礙朋友與弱勢族群之生理、心理、生活、就業、社區適應等方案之生活訓練與職業復健。六、照顧身心障礙者，關懷弱勢族群及年長者的社會福利權益，促進弱勢者就業服務以及協助福利連結。,雲林縣,不限,不限(~),"心理輔導,個案輔導,個案管理,團體輔導,日間照顧"
